Country,Region,happiness_score,gdp_per_capita,social_support,life_expectancy,freedom,generosity,corruption,year,happiness_rank,happiness_category,yoy_change
Armenia,"Central and Eastern Europe",4.321,0.816,0.99,0.666,0.26,0.077,0.028,2018,128,Neutral,-0.055
Myanmar,"Southeastern Asia",4.308,0.682,1.174,0.429,0.58,0.598,0.178,2018,129,Neutral,-0.237
Chad,"Sub-Saharan Africa",4.301,0.358,0.907,0.053,0.189,0.181,0.06,2018,130,Neutral,0.365
"Congo (Kinshasa)","Sub-Saharan Africa",4.245,0.069,1.136,0.204,0.312,0.197,0.052,2018,131,Neutral,-0.035
India,"Southern Asia",4.19,0.721,0.747,0.485,0.539,0.172,0.093,2018,132,Neutral,-0.125
Niger,"Sub-Saharan Africa",4.166,0.131,0.867,0.221,0.39,0.175,0.099,2018,133,Neutral,0.138
Uganda,"Sub-Saharan Africa",4.161,0.322,1.09,0.237,0.45,0.259,0.061,2018,134,Neutral,0.08
Benin,"Sub-Saharan Africa",4.141,0.378,0.372,0.24,0.44,0.163,0.067,2018,135,Neutral,0.484
Sudan,"Sub-Saharan Africa",4.139,0.605,1.24,0.312,0.016,0.134,0.082,2018,136,Neutral,0
Ukraine,"Central and Eastern Europe",4.103,0.793,1.413,0.609,0.163,0.187,0.011,2018,137,Neutral,0.007
Togo,"Sub-Saharan Africa",3.999,0.259,0.474,0.253,0.434,0.158,0.101,2018,138,Unhappy,0.504
Guinea,"Sub-Saharan Africa",3.964,0.344,0.792,0.211,0.394,0.185,0.094,2018,139,Unhappy,0.457
Lesotho,"Sub-Saharan Africa",3.808,0.472,1.215,0.079,0.423,0.116,0.112,2018,140,Unhappy,-0
Angola,"Sub-Saharan Africa",3.795,0.73,1.125,0.269,0,0.079,0.061,2018,141,Unhappy,-0
Madagascar,"Sub-Saharan Africa",3.774,0.262,0.908,0.402,0.221,0.155,0.049,2018,142,Unhappy,0.13
Zimbabwe,"Sub-Saharan Africa",3.692,0.357,1.094,0.248,0.406,0.132,0.099,2018,143,Unhappy,-0.183
Afghanistan,"Southern Asia",3.632,0.332,0.537,0.255,0.085,0.191,0.036,2018,144,Unhappy,-0.162
Botswana,"Sub-Saharan Africa",3.59,1.017,1.174,0.417,0.557,0.042,0.092,2018,145,Unhappy,-0.176
Malawi,"Sub-Saharan Africa",3.587,0.186,0.541,0.306,0.531,0.21,0.08,2018,146,Unhappy,-0.383
Haiti,"Latin America and Caribbean",3.582,0.315,0.714,0.289,0.025,0.392,0.104,2018,147,Unhappy,-0.021
Liberia,"Sub-Saharan Africa",3.495,0.076,0.858,0.267,0.419,0.206,0.03,2018,148,Unhappy,-0.038
Syria,"Middle East and Northern Africa",3.462,0.689,0.382,0.539,0.088,0.376,0.144,2018,149,Unhappy,0
Rwanda,"Sub-Saharan Africa",3.408,0.332,0.896,0.4,0.636,0.2,0.444,2018,150,Unhappy,-0.063
Yemen,"Middle East and Northern Africa",3.355,0.442,1.073,0.343,0.244,0.083,0.064,2018,151,Unhappy,-0.238
Tanzania,"Sub-Saharan Africa",3.303,0.455,0.991,0.381,0.481,0.27,0.097,2018,152,Unhappy,-0.046
"South Sudan","Sub-Saharan Africa",3.254,0.337,0.608,0.177,0.112,0.224,0.106,2018,153,Unhappy,-0.337
"Central African Republic","Sub-Saharan Africa",3.083,0.024,0,0.01,0.305,0.218,0.038,2018,154,Unhappy,0.39
Burundi,"Sub-Saharan Africa",2.905,0.091,0.627,0.145,0.065,0.149,0.076,2018,155,Unhappy,0
Finland,"Western Europe",7.769,1.34,1.587,0.986,0.596,0.153,0.393,2019,1,Happy,0.137
Denmark,"Western Europe",7.6,1.383,1.573,0.996,0.592,0.252,0.41,2019,2,Happy,0.045
Norway,"Western Europe",7.554,1.488,1.582,1.028,0.603,0.271,0.341,2019,3,Happy,-0.04
Iceland,"Western Europe",7.494,1.38,1.624,1.026,0.591,0.354,0.118,2019,4,Happy,-0.001
Netherlands,"Western Europe",7.488,1.396,1.522,0.999,0.557,0.322,0.298,2019,5,Happy,0.047
Switzerland,"Western Europe",7.48,1.452,1.526,1.052,0.572,0.263,0.343,2019,6,Happy,-0.007
Sweden,"Western Europe",7.343,1.387,1.487,1.009,0.574,0.267,0.373,2019,7,Happy,0.029
"New Zealand","Australia and New Zealand",7.307,1.303,1.557,1.026,0.585,0.33,0.38,2019,8,Happy,-0.017
Canada,"North America",7.278,1.365,1.505,1.039,0.584,0.285,0.308,2019,9,Happy,-0.05
Austria,"Western Europe",7.246,1.376,1.475,1.016,0.532,0.244,0.226,2019,10,Happy,0.107
Australia,"Australia and New Zealand",7.228,1.372,1.548,1.036,0.557,0.332,0.29,2019,11,Happy,-0.044
"Costa Rica","Latin America and Caribbean",7.167,1.034,1.441,0.963,0.558,0.144,0.093,2019,12,Happy,0.095
Israel,"Middle East and Northern Africa",7.139,1.276,1.455,1.029,0.371,0.261,0.082,2019,13,Happy,0.325
Luxembourg,"Western Europe",7.09,1.609,1.479,1.012,0.526,0.194,0.316,2019,14,Happy,0.18
"United Kingdom","Western Europe",7.054,1.333,1.538,0.996,0.45,0.348,0.278,2019,15,Happy,-0.136
Ireland,"Western Europe",7.021,1.499,1.553,0.999,0.516,0.298,0.31,2019,16,Happy,0.044
Germany,"Western Europe",6.985,1.373,1.454,0.987,0.495,0.261,0.265,2019,17,Happy,0.02
Belgium,"Western Europe",6.923,1.356,1.504,0.986,0.473,0.16,0.21,2019,18,Happy,-0.004
"United States","North America",6.892,1.433,1.457,0.874,0.454,0.28,0.128,2019,19,Happy,0.006
"Czech Republic","Central and Eastern Europe",6.852,1.269,1.487,0.92,0.457,0.046,0.036,2019,20,Happy,0.141
"United Arab Emirates","Middle East and Northern Africa",6.825,1.503,1.31,0.825,0.598,0.262,0.182,2019,21,Happy,NULL
Malta,"Western Europe",6.726,1.3,1.52,0.999,0.564,0.375,0.151,2019,22,Happy,0.099
Mexico,"Latin America and Caribbean",6.595,1.07,1.323,0.861,0.433,0.074,0.073,2019,23,Happy,0.107
France,"Western Europe",6.592,1.324,1.472,1.045,0.436,0.111,0.183,2019,24,Happy,0.103
Taiwan,"Eastern Asia",6.446,1.368,1.43,0.914,0.351,0.242,0.097,2019,25,Happy,0.005
Chile,"Latin America and Caribbean",6.444,1.159,1.369,0.92,0.357,0.187,0.056,2019,26,Happy,-0.032
Guatemala,"Latin America and Caribbean",6.436,0.8,1.269,0.746,0.535,0.175,0.078,2019,27,Happy,0.054
"Saudi Arabia","Middle East and Northern Africa",6.375,1.403,1.357,0.795,0.439,0.08,0.132,2019,28,Happy,0.004
Qatar,"Middle East and Northern Africa",6.374,1.684,1.313,0.871,0.555,0.22,0.167,2019,29,Happy,0
Spain,"Western Europe",6.354,1.286,1.484,1.062,0.362,0.153,0.079,2019,30,Happy,0.044
Panama,"Latin America and Caribbean",6.321,1.149,1.442,0.91,0.516,0.109,0.054,2019,31,Happy,-0.109
Brazil,"Latin America and Caribbean",6.3,1.004,1.439,0.802,0.39,0.099,0.086,2019,32,Happy,-0.119
Uruguay,"Latin America and Caribbean",6.293,1.124,1.465,0.891,0.523,0.127,0.15,2019,33,Happy,-0.086
Singapore,"Southeastern Asia",6.262,1.572,1.463,1.141,0.556,0.271,0.453,2019,34,Happy,-0.081
"El Salvador","Latin America and Caribbean",6.253,0.794,1.242,0.789,0.43,0.093,0.074,2019,35,Happy,0.086
Italy,"Western Europe",6.223,1.294,1.488,1.039,0.231,0.158,0.03,2019,36,Happy,0.223
Bahrain,"Middle East and Northern Africa",6.199,1.362,1.368,0.871,0.536,0.255,0.11,2019,37,Happy,0.094
Slovakia,"Central and Eastern Europe",6.198,1.246,1.504,0.881,0.334,0.121,0.014,2019,38,Happy,0.025
"Trinidad and Tobago","Latin America and Caribbean",6.192,1.231,1.477,0.713,0.489,0.185,0.016,2019,39,Happy,0
Poland,"Central and Eastern Europe",6.182,1.206,1.438,0.884,0.483,0.117,0.05,2019,40,Happy,0.059
Uzbekistan,"Central and Eastern Europe",6.174,0.745,1.529,0.756,0.631,0.322,0.24,2019,41,Happy,0.078
Lithuania,"Central and Eastern Europe",6.149,1.238,1.515,0.818,0.291,0.043,0.042,2019,42,Happy,0.197
Colombia,"Latin America and Caribbean",6.125,0.985,1.41,0.841,0.47,0.099,0.034,2019,43,Happy,-0.135
Slovenia,"Central and Eastern Europe",6.118,1.258,1.523,0.953,0.564,0.144,0.057,2019,44,Happy,0.17
Nicaragua,"Latin America and Caribbean",6.105,0.694,1.325,0.835,0.435,0.2,0.127,2019,45,Happy,-0.036
Kosovo,"Central and Eastern Europe",6.1,0.882,1.232,0.758,0.489,0.262,0.006,2019,46,Happy,0.438
Argentina,"Latin America and Caribbean",6.086,1.092,1.432,0.881,0.471,0.066,0.05,2019,47,Happy,-0.302
Romania,"Central and Eastern Europe",6.07,1.162,1.232,0.825,0.462,0.083,0.005,2019,48,Happy,0.125
Cyprus,"Western Europe",6.046,1.263,1.223,1.042,0.406,0.19,0.041,2019,49,Happy,0.284
Ecuador,"Latin America and Caribbean",6.028,0.912,1.312,0.868,0.498,0.126,0.087,2019,50,Happy,0.055
Kuwait,"Middle East and Northern Africa",6.021,1.5,1.319,0.808,0.493,0.142,0.097,2019,51,Happy,-0.062
Thailand,"Southeastern Asia",6.008,1.05,1.409,0.828,0.557,0.359,0.028,2019,52,Happy,-0.064
Latvia,"Central and Eastern Europe",5.94,1.187,1.465,0.812,0.264,0.075,0.064,2019,53,Neutral,0.007
"South Korea","Eastern Asia",5.895,1.301,1.219,1.036,0.159,0.175,0.056,2019,54,Neutral,0.02
Estonia,"Central and Eastern Europe",5.893,1.237,1.528,0.874,0.495,0.103,0.161,2019,55,Neutral,0.154
Jamaica,"Latin America and Caribbean",5.89,0.831,1.478,0.831,0.49,0.107,0.028,2019,56,Neutral,0
Mauritius,"Sub-Saharan Africa",5.888,1.12,1.402,0.798,0.498,0.215,0.06,2019,57,Neutral,-0.003
Japan,"Eastern Asia",5.886,1.327,1.419,1.088,0.445,0.069,0.14,2019,58,Neutral,-0.029
Honduras,"Latin America and Caribbean",5.86,0.642,1.236,0.828,0.507,0.246,0.078,2019,59,Neutral,0.356
Kazakhstan,"Central and Eastern Europe",5.809,1.173,1.508,0.729,0.41,0.146,0.096,2019,60,Neutral,0.019
Bolivia,"Latin America and Caribbean",5.779,0.776,1.209,0.706,0.511,0.137,0.064,2019,61,Neutral,0.027
Hungary,"Central and Eastern Europe",5.758,1.201,1.41,0.828,0.199,0.081,0.02,2019,62,Neutral,0.138
Paraguay,"Latin America and Caribbean",5.743,0.855,1.475,0.777,0.514,0.184,0.08,2019,63,Neutral,0.062
"Northern Cyprus","Western Europe",5.718,1.263,1.252,1.042,0.417,0.191,0.162,2019,64,Neutral,-0.117
Peru,"Latin America and Caribbean",5.697,0.96,1.274,0.854,0.455,0.083,0.027,2019,65,Neutral,0.034
Portugal,"Western Europe",5.693,1.221,1.431,0.999,0.508,0.047,0.025,2019,66,Neutral,0.283
Pakistan,"Southern Asia",5.653,0.677,0.886,0.535,0.313,0.22,0.098,2019,67,Neutral,0.181
Russia,"Central and Eastern Europe",5.648,1.183,1.452,0.726,0.334,0.082,0.031,2019,68,Neutral,-0.162
Philippines,"Southeastern Asia",5.631,0.807,1.293,0.657,0.558,0.117,0.107,2019,69,Neutral,0.107
Serbia,"Central and Eastern Europe",5.603,1.004,1.383,0.854,0.282,0.137,0.039,2019,70,Neutral,0.205
Moldova,"Central and Eastern Europe",5.529,0.685,1.328,0.739,0.245,0.181,0,2019,71,Neutral,-0.111
Libya,"Middle East and Northern Africa",5.525,1.044,1.303,0.673,0.416,0.133,0.152,2019,72,Neutral,-0.041
Montenegro,"Central and Eastern Europe",5.523,1.051,1.361,0.871,0.197,0.142,0.08,2019,73,Neutral,0.176
Tajikistan,"Central and Eastern Europe",5.467,0.493,1.098,0.718,0.389,0.23,0.144,2019,74,Neutral,0.268
Croatia,"Central and Eastern Europe",5.432,1.155,1.266,0.914,0.296,0.119,0.022,2019,75,Neutral,0.111
"Hong Kong","Eastern Asia",5.43,1.438,1.277,1.122,0.44,0.258,0.287,2019,76,Neutral,0
"Dominican Republic","Latin America and Caribbean",5.425,1.015,1.401,0.779,0.497,0.113,0.101,2019,77,Neutral,0.123
"Bosnia and Herzegovina","Central and Eastern Europe",5.386,0.945,1.212,0.845,0.212,0.263,0.006,2019,78,Neutral,0.257
Turkey,"Middle East and Northern Africa",5.373,1.183,1.36,0.808,0.195,0.083,0.106,2019,79,Neutral,-0.11
Malaysia,"Southeastern Asia",5.339,1.221,1.171,0.828,0.508,0.26,0.024,2019,80,Neutral,-0.983
Belarus,"Central and Eastern Europe",5.323,1.067,1.465,0.789,0.235,0.094,0.142,2019,81,Neutral,-0.16
Greece,"Western Europe",5.287,1.181,1.156,0.999,0.067,0,0.034,2019,82,Neutral,-0.071
Mongolia,"Eastern Asia",5.285,0.948,1.531,0.667,0.317,0.235,0.038,2019,83,Neutral,0.16
"North Macedonia","Central and Eastern Europe",5.274,0.983,1.294,0.838,0.345,0.185,0.034,2019,84,Neutral,0.089
Nigeria,"Sub-Saharan Africa",5.265,0.696,1.111,0.245,0.426,0.215,0.041,2019,85,Neutral,0.11
Kyrgyzstan,"Central and Eastern Europe",5.261,0.551,1.438,0.723,0.508,0.3,0.023,2019,86,Neutral,0.13
Turkmenistan,"Central and Eastern Europe",5.247,1.052,1.538,0.657,0.394,0.244,0.028,2019,87,Neutral,-0.389
Algeria,"Middle East and Northern Africa",5.211,1.002,1.16,0.785,0.086,0.073,0.114,2019,88,Neutral,-0.084
Morocco,"Middle East and Northern Africa",5.208,0.801,0.782,0.782,0.418,0.036,0.076,2019,89,Neutral,-0.046
Azerbaijan,"Central and Eastern Europe",5.208,1.043,1.147,0.769,0.351,0.035,0.182,2019,89,Neutral,0.007
Lebanon,"Middle East and Northern Africa",5.197,0.987,1.224,0.815,0.216,0.166,0.027,2019,91,Neutral,-0.161
Indonesia,"Southeastern Asia",5.192,0.931,1.203,0.66,0.491,0.498,0.028,2019,92,Neutral,0.099
China,"Eastern Asia",5.191,1.029,1.125,0.893,0.521,0.058,0.1,2019,93,Neutral,-0.055
Vietnam,"Southeastern Asia",5.175,0.741,1.346,0.851,0.543,0.147,0.073,2019,94,Neutral,0.072
Bhutan,"Southern Asia",5.082,0.813,1.321,0.604,0.457,0.37,0.167,2019,95,Neutral,0
Cameroon,"Sub-Saharan Africa",5.044,0.549,0.91,0.331,0.381,0.187,0.037,2019,96,Neutral,0.069
Bulgaria,"Central and Eastern Europe",5.011,1.092,1.513,0.815,0.311,0.081,0.004,2019,97,Neutral,0.078
Ghana,"Sub-Saharan Africa",4.996,0.611,0.868,0.486,0.381,0.245,0.04,2019,98,Neutral,0.339
"Ivory Coast","Sub-Saharan Africa",4.944,0.569,0.808,0.232,0.352,0.154,0.09,2019,99,Neutral,0.273
Nepal,"Southern Asia",4.913,0.446,1.226,0.677,0.439,0.285,0.089,2019,100,Neutral,0.033
Jordan,"Middle East and Northern Africa",4.906,0.837,1.225,0.815,0.383,0.11,0.13,2019,101,Neutral,-0.255
Benin,"Sub-Saharan Africa",4.883,0.393,0.437,0.397,0.349,0.175,0.082,2019,102,Neutral,0.742
"Congo (Brazzaville)","Sub-Saharan Africa",4.812,0.673,0.799,0.508,0.372,0.105,0.093,2019,103,Neutral,0.253
Gabon,"Sub-Saharan Africa",4.799,1.057,1.183,0.571,0.295,0.043,0.055,2019,104,Neutral,0.041
Laos,"Southeastern Asia",4.796,0.764,1.03,0.551,0.547,0.266,0.164,2019,105,Neutral,0.173
"South Africa","Sub-Saharan Africa",4.722,0.96,1.351,0.469,0.389,0.13,0.055,2019,106,Neutral,-0.002
Albania,"Central and Eastern Europe",4.719,0.947,0.848,0.874,0.383,0.178,0.027,2019,107,Neutral,0.133
Venezuela,"Latin America and Caribbean",4.707,0.96,1.427,0.805,0.154,0.064,0.047,2019,108,Neutral,-0.099
Cambodia,"Southeastern Asia",4.7,0.574,1.122,0.637,0.609,0.232,0.062,2019,109,Neutral,0.267
"Palestinian Territories","Middle East and Northern Africa",4.696,0.657,1.247,0.672,0.225,0.103,0.066,2019,110,Neutral,-0.047
Senegal,"Sub-Saharan Africa",4.681,0.45,1.134,0.571,0.292,0.153,0.072,2019,111,Neutral,0.05
Somalia,"Sub-Saharan Africa",4.668,0,0.698,0.268,0.559,0.243,0.27,2019,112,Neutral,-0.314
Namibia,"Sub-Saharan Africa",4.639,0.879,1.313,0.477,0.401,0.07,0.056,2019,113,Neutral,0.198
Niger,"Sub-Saharan Africa",4.628,0.138,0.774,0.366,0.318,0.188,0.102,2019,114,Neutral,0.462
"Burkina Faso","Sub-Saharan Africa",4.587,0.331,1.056,0.38,0.255,0.177,0.113,2019,115,Neutral,0.163
Armenia,"Central and Eastern Europe",4.559,0.85,1.055,0.815,0.283,0.095,0.064,2019,116,Neutral,0.238
Iran,"Middle East and Northern Africa",4.548,1.1,0.842,0.785,0.305,0.27,0.125,2019,117,Neutral,-0.159
Guinea,"Sub-Saharan Africa",4.534,0.38,0.829,0.375,0.332,0.207,0.086,2019,118,Neutral,0.57
Georgia,"Central and Eastern Europe",4.519,0.886,0.666,0.752,0.346,0.043,0.164,2019,119,Neutral,0.179
Gambia,"Sub-Saharan Africa",4.516,0.308,0.939,0.428,0.382,0.269,0.167,2019,120,Neutral,NULL
Kenya,"Sub-Saharan Africa",4.509,0.512,0.983,0.581,0.431,0.372,0.053,2019,121,Neutral,0.099
Mauritania,"Sub-Saharan Africa",4.49,0.57,1.167,0.489,0.066,0.106,0.088,2019,122,Neutral,0.134
Mozambique,"Sub-Saharan Africa",4.466,0.204,0.986,0.39,0.494,0.197,0.138,2019,123,Neutral,0.049
Tunisia,"Middle East and Northern Africa",4.461,0.921,1,0.815,0.167,0.059,0.055,2019,124,Neutral,-0.131
Bangladesh,"Southern Asia",4.456,0.562,0.928,0.723,0.527,0.166,0.143,2019,125,Neutral,-0.044
Iraq,"Middle East and Northern Africa",4.437,1.043,0.98,0.574,0.241,0.148,0.089,2019,126,Neutral,-0.019
"Congo (Kinshasa)","Sub-Saharan Africa",4.418,0.094,1.125,0.357,0.269,0.212,0.053,2019,127,Neutral,0.173
Mali,"Sub-Saharan Africa",4.39,0.385,1.105,0.308,0.327,0.153,0.052,2019,128,Neutral,-0.057
"Sierra Leone","Sub-Saharan Africa",4.374,0.268,0.841,0.242,0.309,0.252,0.045,2019,129,Neutral,-0.197
"Sri Lanka","Southern Asia",4.366,0.949,1.265,0.831,0.47,0.244,0.047,2019,130,Neutral,-0.105
Myanmar,"Southeastern Asia",4.36,0.71,1.181,0.555,0.525,0.566,0.172,2019,131,Neutral,0.052
Chad,"Sub-Saharan Africa",4.35,0.35,0.766,0.192,0.174,0.198,0.078,2019,132,Neutral,0.049
Ukraine,"Central and Eastern Europe",4.332,0.82,1.39,0.739,0.178,0.187,0.01,2019,133,Neutral,0.229
Ethiopia,"Sub-Saharan Africa",4.286,0.336,1.033,0.532,0.344,0.209,0.1,2019,134,Neutral,-0.064
Swaziland,"Sub-Saharan Africa",4.212,0.811,1.149,0,0.313,0.074,0.135,2019,135,Neutral,NULL
Uganda,"Sub-Saharan Africa",4.189,0.332,1.069,0.443,0.356,0.252,0.06,2019,136,Neutral,0.028
Egypt,"Middle East and Northern Africa",4.166,0.913,1.039,0.644,0.241,0.076,0.067,2019,137,Neutral,-0.253
Zambia,"Sub-Saharan Africa",4.107,0.578,1.058,0.426,0.431,0.247,0.087,2019,138,Neutral,-0.27
Togo,"Sub-Saharan Africa",4.085,0.275,0.572,0.41,0.293,0.177,0.085,2019,139,Neutral,0.086
India,"Southern Asia",4.015,0.755,0.765,0.588,0.498,0.2,0.085,2019,140,Neutral,-0.175
Liberia,"Sub-Saharan Africa",3.975,0.073,0.922,0.443,0.37,0.233,0.033,2019,141,Unhappy,0.48
Comoros,"Sub-Saharan Africa",3.973,0.274,0.757,0.505,0.142,0.275,0.078,2019,142,Unhappy,NULL
Madagascar,"Sub-Saharan Africa",3.933,0.274,0.916,0.555,0.148,0.169,0.041,2019,143,Unhappy,0.159
Lesotho,"Sub-Saharan Africa",3.802,0.489,1.169,0.168,0.359,0.107,0.093,2019,144,Unhappy,-0.006
Burundi,"Sub-Saharan Africa",3.775,0.046,0.447,0.38,0.22,0.176,0.18,2019,145,Unhappy,0.87
Zimbabwe,"Sub-Saharan Africa",3.663,0.366,1.114,0.433,0.361,0.151,0.089,2019,146,Unhappy,-0.029
Haiti,"Latin America and Caribbean",3.597,0.323,0.688,0.449,0.026,0.419,0.11,2019,147,Unhappy,0.015
Botswana,"Sub-Saharan Africa",3.488,1.041,1.145,0.538,0.455,0.025,0.1,2019,148,Unhappy,-0.102
Syria,"Middle East and Northern Africa",3.462,0.619,0.378,0.44,0.013,0.331,0.141,2019,149,Unhappy,0
Malawi,"Sub-Saharan Africa",3.41,0.191,0.56,0.495,0.443,0.218,0.089,2019,150,Unhappy,-0.177
Yemen,"Middle East and Northern Africa",3.38,0.287,1.163,0.463,0.143,0.108,0.077,2019,151,Unhappy,0.025
Rwanda,"Sub-Saharan Africa",3.334,0.359,0.711,0.614,0.555,0.217,0.411,2019,152,Unhappy,-0.074
Tanzania,"Sub-Saharan Africa",3.231,0.476,0.885,0.499,0.417,0.276,0.147,2019,153,Unhappy,-0.072
Afghanistan,"Southern Asia",3.203,0.35,0.517,0.361,0,0.158,0.025,2019,154,Unhappy,-0.429
"Central African Republic","Sub-Saharan Africa",3.083,0.026,0,0.105,0.225,0.235,0.035,2019,155,Unhappy,0
"South Sudan","Sub-Saharan Africa",2.853,0.306,0.575,0.295,0.01,0.202,0.091,2019,156,Unhappy,-0.401
